要素ID,DAOLU_ID,道路名称,几何类型,坐标系,长度（米）,最小经度,最大经度,最小纬度,最大纬度,经纬度坐标点列表
672,DAOLU_2022_671,北京东路,LineString,EPSG:4326 (WGS84经纬度),162.74,118.789317,118.790847,32.059316,32.059939,"[(118.789317, 32.059939), (118.789682, 32.059882), (118.789899, 32.059828), (118.790089, 32.059759), (118.790236, 32.059684), (118.790446, 32.059556), (118.790847, 32.059316)]"
673,DAOLU_2022_672,北京东路,LineString,EPSG:4326 (WGS84经纬度),31.41,118.792202,118.792521,32.058852,32.058933,"[(118.792202, 32.058933), (118.792521, 32.058852)]"
674,DAOLU_2022_673,北京东路,LineString,EPSG:4326 (WGS84经纬度),315.27,118.789823,118.793045,32.059833,32.060572,"[(118.793045, 32.059833), (118.79282, 32.059867), (118.79241, 32.059966), (118.791129, 32.060237), (118.789823, 32.060572)]"
675,DAOLU_2022_674,长江路,LineString,EPSG:4326 (WGS84经纬度),620.34,118.783397,118.78972,32.045251,32.046747,"[(118.78972, 32.045251), (118.78874, 32.045454), (118.78773, 32.045728), (118.785285, 32.046392), (118.783397, 32.046747)]"
676,DAOLU_2022_675,太平北路,LineString,EPSG:4326 (WGS84经纬度),980.3,118.790796,118.792803,32.050096,32.058769,"[(118.790796, 32.050096), (118.790895, 32.050545), (118.79126, 32.052227), (118.791387, 32.052715), (118.791739, 32.054224), (118.791844, 32.05477), (118.792038, 32.055559), (118.792419, 32.05704), (118.792803, 32.058769)]"
677,DAOLU_2022_676,九华山隧道,LineString,EPSG:4326 (WGS84经纬度),2322.11,118.799213,118.803783,32.058299,32.078377,"[(118.803082, 32.058299), (118.803149, 32.058929), (118.803203, 32.059795), (118.803662, 32.063559), (118.803783, 32.066163), (118.803507, 32.067908), (118.802868, 32.069159), (118.802256, 32.070264), (118.799858, 32.074917), (118.79932, 32.075853), (118.799213, 32.076291), (118.799235, 32.076554), (118.799596, 32.077747), (118.799719, 32.078377)]"
678,DAOLU_2022_677,四牌楼,LineString,EPSG:4326 (WGS84经纬度),485.25,118.785428,118.790474,32.055012,32.055836,"[(118.790474, 32.055012), (118.788845, 32.055288), (118.788699, 32.055312), (118.788404, 32.055355), (118.787389, 32.055519), (118.785428, 32.055836)]"
679,DAOLU_2022_678,长江路,LineString,EPSG:4326 (WGS84经纬度),447.27,118.778882,118.783397,32.046747,32.047963,"[(118.783397, 32.046747), (118.78079, 32.047493), (118.780124, 32.047655), (118.778882, 32.047963)]"
680,DAOLU_2022_679,北京东路辅路,LineString,EPSG:4326 (WGS84经纬度),105.51,118.790847,118.791129,32.059316,32.060237,"[(118.791129, 32.060237), (118.790847, 32.059316)]"
681,DAOLU_2022_680,四牌楼,LineString,EPSG:4326 (WGS84经纬度),83.24,118.790474,118.791338,32.054861,32.055012,"[(118.791338, 32.054861), (118.790474, 32.055012)]"
682,DAOLU_2022_681,东箭道,LineString,EPSG:4326 (WGS84经纬度),585.22,118.793149,118.793875,32.044339,32.049295,"[(118.793149, 32.044339), (118.793536, 32.045606), (118.793835, 32.04666), (118.793875, 32.047234), (118.793745, 32.047565), (118.793426, 32.047664), (118.793364, 32.047768), (118.793369, 32.047921), (118.793406, 32.048515), (118.793649, 32.049295)]"
683,DAOLU_2022_682,东箭道,LineString,EPSG:4326 (WGS84经纬度),21.92,118.793709,118.793769,32.049486,32.049677,"[(118.793709, 32.049486), (118.793741, 32.049587), (118.793769, 32.049677)]"
684,DAOLU_2022_683,兰家庄,LineString,EPSG:4326 (WGS84经纬度),331.11,118.792775,118.794885,32.058187,32.05951,"[(118.792775, 32.058645), (118.793647, 32.058391), (118.794629, 32.058187), (118.794795, 32.059042), (118.794885, 32.05951)]"
685,DAOLU_2022_684,明故宫路,LineString,EPSG:4326 (WGS84经纬度),26.92,118.813198,118.813231,32.047,32.047241,"[(118.813231, 32.047241), (118.813198, 32.047)]"
686,DAOLU_2022_685,四牌楼,LineString,EPSG:4326 (WGS84经纬度),28.95,118.791338,118.791638,32.05481,32.054861,"[(118.791638, 32.05481), (118.791526, 32.054828), (118.791338, 32.054861)]"
687,DAOLU_2022_686,北安门街,LineString,EPSG:4326 (WGS84经纬度),342.57,118.814058,118.814658,32.061066,32.064088,"[(118.814637, 32.061066), (118.814658, 32.062183), (118.814264, 32.063423), (118.814058, 32.064088)]"
688,DAOLU_2022_687,北安门街,LineString,EPSG:4326 (WGS84经纬度),184.69,118.814429,118.81443,32.055378,32.057044,"[(118.81443, 32.055378), (118.814429, 32.057044)]"
689,DAOLU_2022_688,富贵山隧道,LineString,EPSG:4326 (WGS84经纬度),446.44,118.814429,118.814637,32.057044,32.061066,"[(118.814429, 32.057044), (118.814637, 32.061066)]"
690,DAOLU_2022_689,珠江路,LineString,EPSG:4326 (WGS84经纬度),757.75,118.790534,118.79839,32.049217,32.050602,"[(118.79839, 32.049217), (118.796557, 32.049553), (118.795958, 32.049648), (118.793878, 32.050058), (118.793051, 32.050183), (118.792531, 32.050262), (118.792378, 32.050285), (118.792021, 32.050347), (118.790895, 32.050545), (118.790534, 32.050602)]"
691,DAOLU_2022_690,进香河路,LineString,EPSG:4326 (WGS84经纬度),460.7,118.784404,118.785428,32.051775,32.055836,"[(118.784404, 32.051775), (118.784601, 32.052641), (118.784761, 32.053205), (118.7849, 32.053724), (118.784981, 32.054017), (118.785145, 32.054716), (118.785428, 32.055836)]"
692,DAOLU_2022_691,东箭道,LineString,EPSG:4326 (WGS84经纬度),10.54,118.793769,118.793796,32.049677,32.049769,"[(118.793769, 32.049677), (118.793796, 32.049769)]"
693,DAOLU_2022_692,前半山园,LineString,EPSG:4326 (WGS84经纬度),1323.87,118.820857,118.821956,32.041102,32.053004,"[(118.820857, 32.041102), (118.821073, 32.043568), (118.821956, 32.053004)]"
694,DAOLU_2022_693,中山东路,LineString,EPSG:4326 (WGS84经纬度),631.01,118.782876,118.789537,32.043122,32.043559,"[(118.782876, 32.043559), (118.784187, 32.04345), (118.785437, 32.04336), (118.78797, 32.043203), (118.789537, 32.043122)]"
695,DAOLU_2022_694,太平北路,LineString,EPSG:4326 (WGS84经纬度),120.2,118.792803,118.793045,32.058769,32.059833,"[(118.793045, 32.059833), (118.792803, 32.058769)]"
696,DAOLU_2022_695,高楼门,LineString,EPSG:4326 (WGS84经纬度),545.44,118.780915,118.781674,32.062048,32.066921,"[(118.780915, 32.066921), (118.781027, 32.066413), (118.781142, 32.065817), (118.781355, 32.064829), (118.781674, 32.062048)]"
697,DAOLU_2022_696,傅厚岗,LineString,EPSG:4326 (WGS84经纬度),196.53,118.778837,118.780915,32.066827,32.066921,"[(118.778837, 32.066827), (118.77902, 32.066844), (118.780149, 32.066898), (118.780915, 32.066921)]"
698,DAOLU_2022_697,北京东路,LineString,EPSG:4326 (WGS84经纬度),772.15,118.794885,118.802942,32.059302,32.059643,"[(118.794885, 32.05951), (118.795465, 32.059427), (118.796199, 32.059356), (118.7968, 32.059356), (118.797086, 32.059394), (118.79754, 32.059606), (118.797671, 32.059643), (118.797774, 32.059637), (118.797994, 32.059624), (118.799593, 32.05949), (118.800652, 32.059395), (118.801478, 32.059328), (118.801843, 32.059302), (118.802679, 32.059323), (118.802919, 32.059386), (118.802942, 32.059395)]"
699,DAOLU_2022_698,珠江路,LineString,EPSG:4326 (WGS84经纬度),1078.29,118.778865,118.790089,32.050692,32.052389,"[(118.790089, 32.050692), (118.78999, 32.050731), (118.787725, 32.051142), (118.787096, 32.051262), (118.786872, 32.051304), (118.784404, 32.051775), (118.781959, 32.052065), (118.780622, 32.052266), (118.780536, 32.052273), (118.779094, 32.052389), (118.778865, 32.052384)]"
700,DAOLU_2022_699,东箭道,LineString,EPSG:4326 (WGS84经纬度),21.91,118.793649,118.793709,32.049295,32.049486,"[(118.793649, 32.049295), (118.793709, 32.049486)]"
701,DAOLU_2022_700,西安门隧道,LineString,EPSG:4326 (WGS84经纬度),1421.78,118.799089,118.802428,32.041081,32.053571,"[(118.799089, 32.041081), (118.799523, 32.042955), (118.799943, 32.045395), (118.800045, 32.045734), (118.800589, 32.047569), (118.801122, 32.049214), (118.802001, 32.05203), (118.802428, 32.053571)]"
702,DAOLU_2022_701,鸡鸣寺路,LineString,EPSG:4326 (WGS84经纬度),520.46,118.789249,118.791457,32.059944,32.063926,"[(118.791457, 32.063926), (118.791359, 32.063447), (118.791204, 32.063132), (118.790963, 32.062798), (118.790544, 32.061808), (118.789943, 32.060687), (118.789823, 32.060572), (118.789293, 32.060525), (118.789249, 32.059944)]"
703,DAOLU_2022_702,洪武北路,LineString,EPSG:4326 (WGS84经纬度),163.18,118.783397,118.78368,32.046747,32.048199,"[(118.783397, 32.046747), (118.78368, 32.048199)]"
704,DAOLU_2022_703,洪武北路,LineString,EPSG:4326 (WGS84经纬度),402.76,118.78368,118.784404,32.048199,32.051775,"[(118.78368, 32.048199), (118.783812, 32.049286), (118.783945, 32.049855), (118.784147, 32.050703), (118.784404, 32.051775)]"
705,DAOLU_2022_704,中山东路,LineString,EPSG:4326 (WGS84经纬度),138.45,118.820169,118.82163,32.041035,32.041102,"[(118.82163, 32.041102), (118.820857, 32.041102), (118.820169, 32.041035)]"
706,DAOLU_2022_705,珠江路,LineString,EPSG:4326 (WGS84经纬度),684.13,118.806027,118.81326,32.04746,32.047728,"[(118.81326, 32.04746), (118.809766, 32.047686), (118.809182, 32.047712), (118.807695, 32.047728), (118.806027, 32.047706)]"
707,DAOLU_2022_706,珍珠桥,LineString,EPSG:4326 (WGS84经纬度),43.14,118.790089,118.790534,32.050602,32.050692,"[(118.790089, 32.050692), (118.790534, 32.050602)]"
708,DAOLU_2022_707,中山东路,LineString,EPSG:4326 (WGS84经纬度),433.62,118.789537,118.794111,32.042778,32.043122,"[(118.789537, 32.043122), (118.790695, 32.043035), (118.792964, 32.042871), (118.794111, 32.042778)]"
709,DAOLU_2022_708,北京东路,LineString,EPSG:4326 (WGS84经纬度),33.29,118.792521,118.792775,32.058645,32.058852,"[(118.792521, 32.058852), (118.792775, 32.058645)]"
710,DAOLU_2022_709,中山东路,LineString,EPSG:4326 (WGS84经纬度),400.02,118.794111,118.79833,32.042469,32.042778,"[(118.794111, 32.042778), (118.796441, 32.042594), (118.797606, 32.042495), (118.79833, 32.042469)]"
711,DAOLU_2022_710,四牌楼,LineString,EPSG:4326 (WGS84经纬度),19.95,118.791638,118.791844,32.05477,32.05481,"[(118.791844, 32.05477), (118.791638, 32.05481)]"
712,DAOLU_2022_711,东箭道,LineString,EPSG:4326 (WGS84经纬度),33.01,118.793796,118.793878,32.049769,32.050058,"[(118.793796, 32.049769), (118.793878, 32.050058)]"
713,DAOLU_2022_712,北京东路,LineString,EPSG:4326 (WGS84经纬度),134.95,118.790847,118.792202,32.058933,32.059316,"[(118.790847, 32.059316), (118.791229, 32.059179), (118.792202, 32.058933)]"
714,DAOLU_2022_713,明故宫路,LineString,EPSG:4326 (WGS84经纬度),24.45,118.813231,118.81326,32.047241,32.04746,"[(118.81326, 32.04746), (118.813231, 32.047241)]"
715,DAOLU_2022_714,太平北路,LineString,EPSG:4326 (WGS84经纬度),618.96,118.789537,118.790426,32.043122,32.048641,"[(118.789537, 32.043122), (118.789748, 32.045027), (118.78972, 32.045251), (118.78974, 32.045465), (118.790059, 32.046968), (118.790401, 32.048542), (118.790426, 32.048641)]"
716,DAOLU_2022_715,玄武湖隧道,LineString,EPSG:4326 (WGS84经纬度),944.55,118.774577,118.784496,32.079494,32.080167,"[(118.774577, 32.079494), (118.775966, 32.079536), (118.777202, 32.079577), (118.780774, 32.079638), (118.781835, 32.079656), (118.783305, 32.079808), (118.784496, 32.080167)]"
717,DAOLU_2022_716,进香河路,LineString,EPSG:4326 (WGS84经纬度),470.35,118.785428,118.785716,32.055836,32.060064,"[(118.785428, 32.055836), (118.785499, 32.056252), (118.785626, 32.057045), (118.785669, 32.057518), (118.785709, 32.057963), (118.785716, 32.058043), (118.78571, 32.058509), (118.785707, 32.059922), (118.785707, 32.060064)]"
718,DAOLU_2022_717,汉府街,LineString,EPSG:4326 (WGS84经纬度),184.27,118.797451,118.797606,32.042495,32.044151,"[(118.797451, 32.044151), (118.797494, 32.043796), (118.797558, 32.043205), (118.797606, 32.042495)]"
719,DAOLU_2022_718,黄埔路,LineString,EPSG:4326 (WGS84经纬度),635.16,118.805301,118.806027,32.042011,32.047706,"[(118.805301, 32.042011), (118.805306, 32.042079), (118.806027, 32.047706)]"
720,DAOLU_2022_719,北京东路,LineString,EPSG:4326 (WGS84经纬度),120.2,118.792803,118.793045,32.058769,32.059833,"[(118.793045, 32.059833), (118.792803, 32.058769)]"
721,DAOLU_2022_720,北京东路,LineString,EPSG:4326 (WGS84经纬度),178.03,118.793045,118.794885,32.05951,32.059833,"[(118.794885, 32.05951), (118.794222, 32.059577), (118.79364, 32.059667), (118.793045, 32.059833)]"
722,DAOLU_2022_721,大石桥,LineString,EPSG:4326 (WGS84经纬度),318.92,118.782073,118.785428,32.055836,32.056167,"[(118.785428, 32.055836), (118.783848, 32.056006), (118.782073, 32.056167)]"
723,DAOLU_2022_722,丹凤街,LineString,EPSG:4326 (WGS84经纬度),915.95,118.781888,118.782104,32.052065,32.060317,"[(118.781888, 32.060317), (118.781899, 32.060135), (118.781979, 32.05877), (118.782073, 32.056167), (118.782104, 32.054865), (118.782093, 32.054288), (118.782061, 32.053229), (118.781995, 32.052804), (118.781959, 32.052065)]"
724,DAOLU_2022_723,长江路,LineString,EPSG:4326 (WGS84经纬度),618,118.78972,118.794483,32.042782,32.045251,"[(118.794062, 32.042782), (118.794483, 32.044083), (118.793217, 32.044327), (118.79234, 32.044545), (118.791401, 32.044789), (118.790562, 32.045015), (118.78972, 32.045251)]"
725,DAOLU_2022_724,北京东路,LineString,EPSG:4326 (WGS84经纬度),1024.15,118.778502,118.789317,32.059939,32.060574,"[(118.778502, 32.060574), (118.779561, 32.060536), (118.78068, 32.060455), (118.781888, 32.060317), (118.785572, 32.060073), (118.785707, 32.060064), (118.785865, 32.060059), (118.789029, 32.059961), (118.789317, 32.059939)]"
726,DAOLU_2022_725,内环东线,LineString,EPSG:4326 (WGS84经纬度),528.06,118.802428,118.803082,32.053571,32.058299,"[(118.802428, 32.053571), (118.802795, 32.055668), (118.802849, 32.056256), (118.803082, 32.058299)]"
727,DAOLU_2022_726,太平北路,LineString,EPSG:4326 (WGS84经纬度),24.11,118.790741,118.790796,32.049883,32.050096,"[(118.790741, 32.049883), (118.790796, 32.050096)]"
728,DAOLU_2022_727,中央路,LineString,EPSG:4326 (WGS84经纬度),2007.68,118.778837,118.778978,32.061427,32.079531,"[(118.778935, 32.061427), (118.77889, 32.064189), (118.778837, 32.066827), (118.778948, 32.070149), (118.778952, 32.071348), (118.778954, 32.07139), (118.77896, 32.072205), (118.77896, 32.073699), (118.778953, 32.074386), (118.778967, 32.075919), (118.778978, 32.079531)]"
729,DAOLU_2022_728,太平北路,LineString,EPSG:4326 (WGS84经纬度),140.96,118.790426,118.790741,32.048641,32.049883,"[(118.790426, 32.048641), (118.790741, 32.049883)]"
730,DAOLU_2022_729,明故宫路,LineString,EPSG:4326 (WGS84经纬度),506.4,118.813023,118.813705,32.041451,32.045685,"[(118.813345, 32.041451), (118.81352, 32.043219), (118.813705, 32.045014), (118.813695, 32.045197), (118.813599, 32.045392), (118.813501, 32.045499), (118.813264, 32.04565), (118.813023, 32.045685)]"
731,DAOLU_2022_730,中山东路,LineString,EPSG:4326 (WGS84经纬度),618.16,118.805301,118.811823,32.041543,32.042011,"[(118.805301, 32.042011), (118.811823, 32.041543)]"
732,DAOLU_2022_731,同仁西街,LineString,EPSG:4326 (WGS84经纬度),224.87,118.780536,118.780683,32.052273,32.054296,"[(118.780683, 32.054296), (118.780654, 32.053573), (118.780536, 32.052273)]"
733,DAOLU_2022_732,同仁街,LineString,EPSG:4326 (WGS84经纬度),135.72,118.780624,118.782061,32.053229,32.053249,"[(118.780624, 32.053249), (118.782061, 32.053229)]"
734,DAOLU_2022_733,碑亭巷,LineString,EPSG:4326 (WGS84经纬度),859.17,118.78797,118.790002,32.043203,32.050731,"[(118.78797, 32.043203), (118.78874, 32.045454), (118.789235, 32.047075), (118.789254, 32.047156), (118.789561, 32.0481), (118.789761, 32.048821), (118.78991, 32.049609), (118.789956, 32.050079), (118.790002, 32.050287), (118.78999, 32.050731)]"
735,DAOLU_2022_734,成贤街,LineString,EPSG:4326 (WGS84经纬度),477.35,118.78999,118.790474,32.050731,32.055012,"[(118.78999, 32.050731), (118.790054, 32.051255), (118.790255, 32.052289), (118.790258, 32.05251), (118.790398, 32.054361), (118.790474, 32.055012)]"
736,DAOLU_2022_735,文德里桥,LineString,EPSG:4326 (WGS84经纬度),95.17,118.790255,118.79126,32.052227,32.052289,"[(118.790255, 32.052289), (118.791029, 32.052252), (118.79126, 32.052227)]"
737,DAOLU_2022_736,台城路,LineString,EPSG:4326 (WGS84经纬度),332.63,118.789328,118.791472,32.063926,32.066159,"[(118.789328, 32.066159), (118.789352, 32.066148), (118.789538, 32.066062), (118.789787, 32.065878), (118.791472, 32.064336), (118.791457, 32.063926)]"
738,DAOLU_2022_737,台城路,LineString,EPSG:4326 (WGS84经纬度),671.67,118.782773,118.78934,32.06615,32.067822,"[(118.782773, 32.067565), (118.783398, 32.067822), (118.784163, 32.067531), (118.785589, 32.067354), (118.786609, 32.067333), (118.787129, 32.067302), (118.787817, 32.066935), (118.788582, 32.066614), (118.789172, 32.066276), (118.78934, 32.06615)]"
739,DAOLU_2022_738,大悲巷,LineString,EPSG:4326 (WGS84经纬度),229.63,118.79667,118.797086,32.046244,32.048053,"[(118.796771, 32.048053), (118.79667, 32.046639), (118.796812, 32.046581), (118.797007, 32.046588), (118.797072, 32.04643), (118.797085, 32.046255), (118.797086, 32.046244)]"
740,DAOLU_2022_739,梅园新村,LineString,EPSG:4326 (WGS84经纬度),240.95,118.79665,118.797107,32.044123,32.046244,"[(118.797084, 32.046244), (118.797107, 32.045553), (118.79665, 32.044123)]"
741,DAOLU_2022_740,沙塘园,LineString,EPSG:4326 (WGS84经纬度),117.53,118.788862,118.789209,32.052859,32.053877,"[(118.789209, 32.053877), (118.788862, 32.052859)]"
742,DAOLU_2022_741,廊后街,LineString,EPSG:4326 (WGS84经纬度),218.1,118.780253,118.781119,32.047618,32.049441,"[(118.781119, 32.049441), (118.780253, 32.047618)]"
743,DAOLU_2022_742,严家桥,LineString,EPSG:4326 (WGS84经纬度),278.06,118.784624,118.787425,32.051913,32.052686,"[(118.787425, 32.051913), (118.784624, 32.052686)]"
744,DAOLU_2022_743,小纱帽巷,LineString,EPSG:4326 (WGS84经纬度),271.51,118.786241,118.786551,32.05143,32.053861,"[(118.786551, 32.053861), (118.786407, 32.052209), (118.786241, 32.05143)]"
745,DAOLU_2022_744,吉兆营,LineString,EPSG:4326 (WGS84经纬度),305.9,118.778854,118.782093,32.054296,32.054296,"[(118.782093, 32.054296), (118.782069, 32.054296), (118.778854, 32.054296)]"
746,DAOLU_2022_745,北极阁山,LineString,EPSG:4326 (WGS84经纬度),1015.22,118.784386,118.789294,32.060325,32.063278,"[(118.789294, 32.060525), (118.789283, 32.060624), (118.789034, 32.060654), (118.788565, 32.060741), (118.788316, 32.060617), (118.788052, 32.060427), (118.787571, 32.060334), (118.78735, 32.060325), (118.786776, 32.060483), (118.786338, 32.060816), (118.785859, 32.061016), (118.785466, 32.061336), (118.785315, 32.061534), (118.784614, 32.061847), (118.784386, 32.062107), (118.784439, 32.062459), (118.784543, 32.062589), (118.785264, 32.062731), (118.785806, 32.06293), (118.78734, 32.06307), (118.787687, 32.063051), (118.788024, 32.063033), (118.788639, 32.063278)]"
747,DAOLU_2022_746,北极阁山,LineString,EPSG:4326 (WGS84经纬度),365.34,118.782895,118.785816,32.062143,32.063146,"[(118.782895, 32.062164), (118.783005, 32.062166), (118.783101, 32.062237), (118.783241, 32.062436), (118.783388, 32.062453), (118.783492, 32.062284), (118.783604, 32.062195), (118.783755, 32.062143), (118.783927, 32.062196), (118.784107, 32.062306), (118.784237, 32.062739), (118.785363, 32.063146), (118.785816, 32.06293)]"
