原始要素ID,DIKUAI_ID,核心地块编号,几何类型,坐标系,面积（平方米）,最小经度,最大经度,最小纬度,最大纬度,完整GeoJSON坐标
2723,DIKUAI_2023_2845,2845,Polygon,EPSG:4326 (WGS84经纬度),5415.51,118.774511,118.775107,32.070284,32.071086,"[[[118.775069, 32.070914], [118.775076, 32.070879], [118.775107, 32.070303], [118.774662, 32.070284], [118.774661, 32.070305], [118.774638, 32.070679], [118.774635, 32.070728], [118.77463, 32.070745], [118.774605, 32.070782], [118.774531, 32.070878], [118.774526, 32.070889], [118.774511, 32.071045], [118.774512, 32.071051], [118.774513, 32.071057], [118.774516, 32.071062], [118.77452, 32.071068], [118.774524, 32.071072], [118.774529, 32.071076], [118.774535, 32.071079], [118.774542, 32.071081], [118.774549, 32.071082], [118.774828, 32.071086], [118.77487, 32.07108], [118.774909, 32.07107], [118.774947, 32.071054], [118.774981, 32.071033], [118.775011, 32.071008], [118.775036, 32.07098], [118.775055, 32.070948], [118.775069, 32.070914]]]"
2724,DIKUAI_2023_2846,2846,Polygon,EPSG:4326 (WGS84经纬度),6886.35,118.765767,118.767613,32.06617,32.066599,"[[[118.767589, 32.066599], [118.767596, 32.066572], [118.767608, 32.066461], [118.767613, 32.066357], [118.767608, 32.06632], [118.767593, 32.066285], [118.767586, 32.066276], [118.767574, 32.066271], [118.766783, 32.06622], [118.766528, 32.066205], [118.766371, 32.066198], [118.766035, 32.066178], [118.765919, 32.066177], [118.765805, 32.06617], [118.765767, 32.066357], [118.766184, 32.06639], [118.766422, 32.066442], [118.766422, 32.066459], [118.767361, 32.066554], [118.767361, 32.06657], [118.767589, 32.066599]]]"
2725,DIKUAI_2023_2847,2847,Polygon,EPSG:4326 (WGS84经纬度),38837.29,118.759239,118.76268,32.062085,32.063332,"[[[118.759288, 32.063332], [118.759321, 32.063328], [118.759449, 32.063309], [118.760371, 32.063162], [118.761212, 32.063026], [118.761703, 32.062947], [118.761984, 32.063172], [118.761988, 32.063175], [118.761993, 32.063176], [118.761998, 32.063177], [118.762003, 32.063177], [118.762008, 32.063177], [118.762013, 32.063175], [118.762017, 32.063174], [118.762021, 32.063171], [118.762062, 32.06314], [118.762668, 32.062611], [118.762673, 32.062605], [118.762677, 32.062598], [118.762679, 32.062591], [118.76268, 32.062583], [118.76268, 32.062576], [118.762678, 32.062569], [118.762674, 32.062562], [118.76267, 32.062555], [118.762664, 32.06255], [118.762355, 32.062291], [118.762309, 32.062251], [118.762255, 32.062207], [118.762167, 32.062133], [118.762152, 32.062118], [118.762137, 32.062107], [118.762127, 32.062101], [118.762117, 32.062097], [118.762079, 32.062089], [118.762056, 32.062085], [118.762033, 32.062085], [118.761977, 32.062096], [118.761765, 32.062136], [118.761697, 32.062146], [118.761308, 32.062212], [118.760841, 32.062287], [118.760765, 32.062301], [118.760619, 32.062326], [118.760432, 32.062358], [118.760314, 32.062374], [118.760199, 32.062392], [118.760105, 32.062406], [118.759692, 32.062476], [118.759383, 32.062525], [118.759295, 32.062547], [118.759283, 32.062552], [118.759273, 32.062559], [118.759263, 32.062566], [118.759256, 32.062576], [118.75925, 32.062586], [118.759247, 32.062596], [118.759246, 32.062607], [118.759239, 32.063283], [118.759242, 32.063294], [118.759247, 32.063305], [118.759254, 32.063314], [118.759263, 32.063323], [118.759274, 32.06333], [118.759288, 32.063332]]]"
2726,DIKUAI_2023_2848,2848,Polygon,EPSG:4326 (WGS84经纬度),891.19,118.770214,118.770587,32.06836,32.068695,"[[[118.770527, 32.068695], [118.770587, 32.068372], [118.770542, 32.06836], [118.770214, 32.068645], [118.770375, 32.068675], [118.7704, 32.068677], [118.770449, 32.068684], [118.770527, 32.068695]]]"
2727,DIKUAI_2023_2849,2849,Polygon,EPSG:4326 (WGS84经纬度),5192.95,118.759328,118.759972,32.061529,32.062235,"[[[118.759504, 32.062235], [118.759972, 32.062159], [118.759826, 32.061529], [118.759392, 32.061601], [118.759356, 32.061613], [118.75935, 32.061616], [118.759344, 32.06162], [118.759339, 32.061624], [118.759335, 32.061629], [118.759331, 32.061634], [118.759329, 32.06164], [118.759328, 32.061646], [118.759354, 32.062128], [118.759369, 32.062154], [118.759389, 32.062178], [118.759413, 32.062198], [118.75944, 32.062215], [118.759471, 32.062227], [118.759504, 32.062235]]]"
2728,DIKUAI_2023_2850,2850,Polygon,EPSG:4326 (WGS84经纬度),6808.43,118.775527,118.776719,32.071278,32.071726,"[[[118.776695, 32.071726], [118.776719, 32.071332], [118.775549, 32.071278], [118.775527, 32.071677], [118.775718, 32.071687], [118.776695, 32.071726]]]"
2729,DIKUAI_2023_2851,2851,Polygon,EPSG:4326 (WGS84经纬度),5454.21,118.758294,118.759044,32.060948,32.061649,"[[[118.75842, 32.061649], [118.759044, 32.061599], [118.759023, 32.061198], [118.759017, 32.061099], [118.758655, 32.061092], [118.758296, 32.060948], [118.758294, 32.061192], [118.758378, 32.061205], [118.75842, 32.061649]]]"
2730,DIKUAI_2023_2852,2852,Polygon,EPSG:4326 (WGS84经纬度),5976.86,118.760754,118.761839,32.063058,32.063709,"[[[118.761277, 32.063709], [118.761291, 32.063709], [118.761305, 32.063706], [118.761319, 32.063702], [118.761332, 32.063696], [118.761343, 32.063688], [118.761762, 32.063321], [118.761814, 32.063275], [118.761823, 32.063265], [118.76183, 32.063255], [118.761835, 32.063244], [118.761838, 32.063233], [118.761839, 32.063221], [118.761838, 32.063209], [118.761834, 32.063198], [118.761785, 32.063147], [118.761688, 32.063068], [118.761683, 32.063065], [118.761678, 32.063062], [118.761672, 32.06306], [118.761667, 32.063059], [118.761661, 32.063058], [118.761655, 32.063058], [118.760893, 32.063181], [118.760819, 32.063197], [118.760806, 32.0632], [118.760793, 32.063206], [118.760782, 32.063213], [118.760772, 32.063222], [118.760764, 32.063232], [118.760759, 32.063243], [118.760755, 32.063254], [118.760754, 32.063266], [118.760756, 32.063278], [118.76076, 32.06329], [118.760766, 32.063302], [118.760775, 32.063313], [118.760804, 32.063341], [118.761083, 32.063574], [118.761213, 32.063685], [118.761224, 32.063693], [118.761236, 32.063699], [118.761249, 32.063704], [118.761263, 32.063707], [118.761277, 32.063709]]]"
2731,DIKUAI_2023_2853,2853,Polygon,EPSG:4326 (WGS84经纬度),48450.62,118.764008,118.765666,32.063981,32.067147,"[[[118.764167, 32.067145], [118.764192, 32.067141], [118.76437, 32.066998], [118.765252, 32.066226], [118.765575, 32.065944], [118.765606, 32.065911], [118.765631, 32.065874], [118.765648, 32.065834], [118.765658, 32.065793], [118.765659, 32.06575], [118.765666, 32.065233], [118.765653, 32.0652], [118.765633, 32.065169], [118.765608, 32.065141], [118.765578, 32.065117], [118.764706, 32.064373], [118.764226, 32.063983], [118.764203, 32.063981], [118.764181, 32.063982], [118.764158, 32.063987], [118.764137, 32.063994], [118.764118, 32.064003], [118.764111, 32.064007], [118.764105, 32.064011], [118.764099, 32.064016], [118.764094, 32.064022], [118.764091, 32.064028], [118.764089, 32.064035], [118.764078, 32.064414], [118.764069, 32.064484], [118.764066, 32.064656], [118.764064, 32.064831], [118.76406, 32.064952], [118.764056, 32.065054], [118.76405, 32.065523], [118.764042, 32.065668], [118.764039, 32.065766], [118.764039, 32.065895], [118.764037, 32.065974], [118.764029, 32.066241], [118.764027, 32.066371], [118.764023, 32.066442], [118.76402, 32.066608], [118.764018, 32.066671], [118.764015, 32.066762], [118.764013, 32.066849], [118.764008, 32.067074], [118.764009, 32.067081], [118.764012, 32.067088], [118.764015, 32.067094], [118.764019, 32.0671], [118.764025, 32.067105], [118.764044, 32.067119], [118.764066, 32.067131], [118.76409, 32.067139], [118.764115, 32.067145], [118.764141, 32.067147], [118.764167, 32.067145]]]"
2732,DIKUAI_2023_2854,2854,Polygon,EPSG:4326 (WGS84经纬度),10237.88,118.769902,118.771012,32.068372,32.069513,"[[[118.77092, 32.06922], [118.770927, 32.069175], [118.770818, 32.069158], [118.771012, 32.068484], [118.770587, 32.068372], [118.770587, 32.068372], [118.770527, 32.068695], [118.770449, 32.068684], [118.7704, 32.068677], [118.770375, 32.068675], [118.770363, 32.068761], [118.770351, 32.068751], [118.770266, 32.068826], [118.770274, 32.068831], [118.77028, 32.068835], [118.769902, 32.069168], [118.770091, 32.069197], [118.770059, 32.06936], [118.770042, 32.069368], [118.770074, 32.069393], [118.770874, 32.069513], [118.77092, 32.06922]]]"
2733,DIKUAI_2023_2855,2855,Polygon,EPSG:4326 (WGS84经纬度),10275.93,118.767204,118.768055,32.066462,32.068324,"[[[118.767593, 32.068324], [118.767937, 32.067017], [118.767977, 32.067025], [118.768043, 32.066782], [118.768055, 32.066785], [118.768055, 32.066555], [118.768055, 32.066472], [118.767893, 32.066462], [118.767881, 32.066566], [118.767671, 32.066552], [118.767659, 32.066661], [118.767641, 32.066739], [118.767532, 32.067105], [118.767493, 32.067257], [118.767482, 32.067255], [118.767426, 32.067453], [118.767395, 32.067605], [118.767374, 32.067673], [118.767233, 32.068139], [118.767204, 32.068238], [118.767593, 32.068324]]]"
2734,DIKUAI_2023_2856,2856,Polygon,EPSG:4326 (WGS84经纬度),4134.77,118.770874,118.771868,32.069175,32.069734,"[[[118.771715, 32.069734], [118.771738, 32.069731], [118.77174, 32.06973], [118.771756, 32.069714], [118.771868, 32.069474], [118.770927, 32.069175], [118.77092, 32.06922], [118.770874, 32.069513], [118.771018, 32.069536], [118.7712, 32.069569], [118.771321, 32.069605], [118.771485, 32.069654], [118.771682, 32.069722], [118.771714, 32.069734], [118.771715, 32.069734]]]"
2735,DIKUAI_2023_2857,2857,Polygon,EPSG:4326 (WGS84经纬度),22132.17,118.761342,118.763278,32.063303,32.064949,"[[[118.76265, 32.064943], [118.762656, 32.064939], [118.763265, 32.064412], [118.763271, 32.064403], [118.763276, 32.064392], [118.763278, 32.064382], [118.763278, 32.064371], [118.763276, 32.06436], [118.763272, 32.06435], [118.763266, 32.06434], [118.763108, 32.064207], [118.762061, 32.063325], [118.762051, 32.063318], [118.76204, 32.063311], [118.762027, 32.063307], [118.762014, 32.063304], [118.762001, 32.063303], [118.761988, 32.063304], [118.761953, 32.063332], [118.761347, 32.063859], [118.761344, 32.063865], [118.761342, 32.063872], [118.761342, 32.063878], [118.761343, 32.063885], [118.761345, 32.063891], [118.761348, 32.063897], [118.761352, 32.063902], [118.761357, 32.063907], [118.762595, 32.064939], [118.762601, 32.064943], [118.762608, 32.064946], [118.762615, 32.064948], [118.762622, 32.064949], [118.76263, 32.064949], [118.762637, 32.064948], [118.762644, 32.064946], [118.76265, 32.064943]]]"
2736,DIKUAI_2023_2858,2858,Polygon,EPSG:4326 (WGS84经纬度),33699.49,118.749367,118.751607,32.053965,32.056082,"[[[118.751405, 32.055024], [118.751607, 32.053965], [118.751039, 32.053976], [118.750995, 32.054497], [118.750776, 32.055], [118.749677, 32.055135], [118.749367, 32.055952], [118.751198, 32.056082], [118.751405, 32.055024]]]"
2737,DIKUAI_2023_2859,2859,Polygon,EPSG:4326 (WGS84经纬度),27986.71,118.775895,118.777762,32.071699,32.072836,"[[[118.777715, 32.072832], [118.777743, 32.072215], [118.777747, 32.072131], [118.777762, 32.071783], [118.77749, 32.071768], [118.776695, 32.071726], [118.775998, 32.071699], [118.775998, 32.071701], [118.775895, 32.072759], [118.776081, 32.072769], [118.77626, 32.072781], [118.776423, 32.072792], [118.776428, 32.072792], [118.777715, 32.072836], [118.777715, 32.072832]]]"
2738,DIKUAI_2023_2860,2860,Polygon,EPSG:4326 (WGS84经纬度),2738.3,118.75842,118.75906,32.061599,32.061947,"[[[118.758449, 32.061947], [118.758664, 32.061934], [118.75906, 32.0619], [118.759044, 32.061599], [118.75842, 32.061649], [118.758449, 32.061947]]]"
2739,DIKUAI_2023_2861,2861,Polygon,EPSG:4326 (WGS84经纬度),1827.22,118.774722,118.775178,32.071235,32.071542,"[[[118.774727, 32.07146], [118.774722, 32.071524], [118.775163, 32.071542], [118.775178, 32.071264], [118.77474, 32.071235], [118.774727, 32.07146]]]"
2740,DIKUAI_2023_2862,2862,Polygon,EPSG:4326 (WGS84经纬度),1404.12,118.765372,118.765773,32.066158,32.066591,"[[[118.765688, 32.066591], [118.765773, 32.066168], [118.765653, 32.066161], [118.765616, 32.066158], [118.765605, 32.066158], [118.765593, 32.06616], [118.765582, 32.066163], [118.765572, 32.066167], [118.765539, 32.066195], [118.765372, 32.06634], [118.765688, 32.066591]]]"
2741,DIKUAI_2023_2863,2863,Polygon,EPSG:4326 (WGS84经纬度),10063.97,118.771597,118.772613,32.069523,32.070623,"[[[118.772391, 32.070623], [118.772404, 32.070569], [118.772426, 32.070444], [118.77244, 32.070384], [118.772454, 32.070255], [118.772488, 32.070111], [118.772524, 32.069959], [118.772576, 32.06976], [118.772605, 32.069638], [118.772613, 32.069606], [118.772285, 32.069523], [118.772233, 32.069671], [118.771963, 32.069602], [118.771925, 32.069681], [118.771746, 32.070068], [118.771642, 32.070301], [118.771597, 32.070404], [118.771717, 32.070437], [118.772391, 32.070623]]]"
2742,DIKUAI_2023_2864,2864,Polygon,EPSG:4326 (WGS84经纬度),3927.62,118.772978,118.774482,32.070826,32.071073,"[[[118.774447, 32.071048], [118.774449, 32.071042], [118.774462, 32.070982], [118.774482, 32.070899], [118.773054, 32.070829], [118.77299, 32.070826], [118.772978, 32.071012], [118.774391, 32.071072], [118.774399, 32.071073], [118.774406, 32.071073], [118.774414, 32.071072], [118.774421, 32.07107], [118.774428, 32.071067], [118.774434, 32.071064], [118.774439, 32.071059], [118.774443, 32.071054], [118.774447, 32.071048]]]"
2743,DIKUAI_2023_2865,2865,Polygon,EPSG:4326 (WGS84经纬度),3084.88,118.769584,118.770375,32.068645,32.069393,"[[[118.770074, 32.069393], [118.770042, 32.069368], [118.770059, 32.06936], [118.770091, 32.069197], [118.769902, 32.069168], [118.77028, 32.068835], [118.770274, 32.068831], [118.770266, 32.068826], [118.770297, 32.068798], [118.770311, 32.068786], [118.770351, 32.068751], [118.770363, 32.068761], [118.770375, 32.068675], [118.770214, 32.068645], [118.769593, 32.069184], [118.769584, 32.069221], [118.769607, 32.069253], [118.769753, 32.069301], [118.769954, 32.069362], [118.770074, 32.069393]]]"
2744,DIKUAI_2023_2866,2866,Polygon,EPSG:4326 (WGS84经纬度),2176.18,118.758664,118.759073,32.0619,32.062382,"[[[118.758728, 32.062382], [118.758946, 32.062295], [118.758976, 32.062284], [118.759003, 32.062267], [118.759027, 32.062247], [118.759046, 32.062224], [118.759061, 32.062199], [118.75907, 32.062171], [118.759073, 32.062143], [118.75906, 32.0619], [118.758664, 32.061934], [118.758685, 32.062082], [118.758728, 32.062382]]]"
2745,DIKUAI_2023_2867,2867,Polygon,EPSG:4326 (WGS84经纬度),33064.01,118.776373,118.778858,32.072215,32.073558,"[[[118.778826, 32.073558], [118.778858, 32.073468], [118.778844, 32.072243], [118.777744, 32.072215], [118.777743, 32.072215], [118.777715, 32.072832], [118.777715, 32.072836], [118.776428, 32.072792], [118.776373, 32.073313], [118.77737, 32.073369], [118.77737, 32.073369], [118.777357, 32.073531], [118.777766, 32.073547], [118.778216, 32.073558], [118.778562, 32.073558], [118.778826, 32.073558]]]"
2746,DIKUAI_2023_2868,2868,Polygon,EPSG:4326 (WGS84经纬度),49641.66,118.767605,118.76991,32.066798,32.069914,"[[[118.768303, 32.069914], [118.76991, 32.068491], [118.769755, 32.068363], [118.769693, 32.068416], [118.769127, 32.067945], [118.769094, 32.067973], [118.768973, 32.067872], [118.76894, 32.067846], [118.769083, 32.06772], [118.768943, 32.067597], [118.768943, 32.067534], [118.768888, 32.067456], [118.768847, 32.067441], [118.768789, 32.06742], [118.768736, 32.067387], [118.768703, 32.067346], [118.768664, 32.067162], [118.768664, 32.067113], [118.768401, 32.0671], [118.768428, 32.066896], [118.768366, 32.06686], [118.768055, 32.066798], [118.767989, 32.067042], [118.767949, 32.067034], [118.767605, 32.06834], [118.767847, 32.068394], [118.768384, 32.068755], [118.767777, 32.069301], [118.767776, 32.069301], [118.767791, 32.069309], [118.768067, 32.069427], [118.768067, 32.069721], [118.768303, 32.069914]]]"
2747,DIKUAI_2023_2869,2869,Polygon,EPSG:4326 (WGS84经纬度),4809.72,118.77003,118.771687,32.069424,32.070061,"[[[118.771573, 32.070061], [118.771582, 32.07004], [118.771685, 32.069802], [118.771686, 32.069798], [118.771687, 32.069794], [118.771686, 32.069791], [118.771685, 32.069787], [118.771684, 32.069783], [118.771682, 32.06978], [118.771679, 32.069777], [118.771675, 32.069775], [118.771671, 32.069773], [118.771667, 32.069772], [118.771625, 32.069754], [118.771326, 32.069647], [118.771157, 32.069599], [118.771087, 32.069588], [118.770804, 32.06954], [118.770548, 32.069504], [118.770399, 32.069488], [118.770209, 32.069453], [118.770043, 32.069424], [118.77003, 32.069611], [118.770264, 32.06964], [118.770342, 32.069666], [118.770513, 32.069688], [118.770509, 32.069709], [118.770684, 32.069731], [118.770693, 32.069676], [118.771122, 32.069772], [118.771401, 32.069866], [118.771347, 32.069987], [118.771573, 32.070061]]]"
2748,DIKUAI_2023_2870,2870,Polygon,EPSG:4326 (WGS84经纬度),43258.25,118.76545,118.767589,32.066357,32.068634,"[[[118.767002, 32.068634], [118.767052, 32.068503], [118.76716, 32.068155], [118.767208, 32.067992], [118.767244, 32.067887], [118.76728, 32.067752], [118.767317, 32.067596], [118.767319, 32.067578], [118.767351, 32.067463], [118.767415, 32.067246], [118.767534, 32.066842], [118.76757, 32.066682], [118.767589, 32.066599], [118.767361, 32.06657], [118.767361, 32.066554], [118.766422, 32.066459], [118.766422, 32.066442], [118.766184, 32.06639], [118.765767, 32.066357], [118.76545, 32.067928], [118.76545, 32.067999], [118.766197, 32.067999], [118.766287, 32.067999], [118.766298, 32.06782], [118.766934, 32.067869], [118.766875, 32.068177], [118.766833, 32.068177], [118.766833, 32.068323], [118.766404, 32.068322], [118.766404, 32.068565], [118.766693, 32.068565], [118.767002, 32.068634]]]"
2749,DIKUAI_2023_2871,2871,Polygon,EPSG:4326 (WGS84经纬度),60093.18,118.779246,118.781501,32.073247,32.075896,"[[[118.781393, 32.074826], [118.781329, 32.074153], [118.781501, 32.073249], [118.781126, 32.073249], [118.779969, 32.073248], [118.77972, 32.073247], [118.77972, 32.073289], [118.779303, 32.073288], [118.779303, 32.073413], [118.779246, 32.073413], [118.779246, 32.073626], [118.779246, 32.073888], [118.779246, 32.074169], [118.779246, 32.07417], [118.779602, 32.07417], [118.779602, 32.074103], [118.779947, 32.074104], [118.779947, 32.074111], [118.78005, 32.074111], [118.78005, 32.074117], [118.780079, 32.075093], [118.780094, 32.075845], [118.781287, 32.075896], [118.781363, 32.075134], [118.781361, 32.075134], [118.781393, 32.074826]]]"
